,net,mip,grad,task
43,0.0014195442199707031,0.0888524055480957,0.8952217102050781,seq
44,0.0014584064483642578,0.08657598495483398,0.8707325458526611,seq
45,0.001459360122680664,0.12239694595336914,0.8629369735717773,seq
46,0.0014657974243164062,0.08363008499145508,0.820979118347168,seq
47,0.001443624496459961,0.13158392906188965,0.7322208881378174,seq
48,0.0014331340789794922,0.08547091484069824,0.7015194892883301,seq
49,0.0014314651489257812,0.08278465270996094,0.8149502277374268,seq
50,0.0018944740295410156,0.08350443840026855,0.9533989429473877,seq
51,0.0016336441040039062,0.08579421043395996,0.8109707832336426,seq
52,0.0014355182647705078,0.1311328411102295,0.7707061767578125,seq
53,0.0014226436614990234,0.08453154563903809,0.7878034114837646,seq
54,0.0014941692352294922,0.08555030822753906,0.8215582370758057,seq
55,0.0014579296112060547,0.09020543098449707,0.8114044666290283,seq
56,0.0029327869415283203,0.08201909065246582,0.9085862636566162,seq
57,0.0014595985412597656,0.13024687767028809,0.7929708957672119,seq
58,0.0031702518463134766,0.08126473426818848,0.8304860591888428,seq
59,0.001680612564086914,0.08532094955444336,0.8304362297058105,seq
60,0.00165557861328125,0.08245301246643066,0.8588738441467285,seq
61,0.0015528202056884766,0.08145737648010254,0.895437479019165,seq
62,0.0015513896942138672,0.08197808265686035,0.8310117721557617,seq
63,0.0015177726745605469,0.13095593452453613,0.8509490489959717,seq
64,0.0014736652374267578,0.08289432525634766,0.8878424167633057,seq
65,0.0014870166778564453,0.08539462089538574,0.9220404624938965,seq
66,0.001474618911743164,0.08368182182312012,0.8096365928649902,seq
67,0.0015115737915039062,0.09409618377685547,0.8120226860046387,seq
68,0.0015740394592285156,0.12820887565612793,0.7032899856567383,seq
69,0.0021648406982421875,0.08205866813659668,0.7990932464599609,seq
70,0.0018057823181152344,0.08429360389709473,0.8671293258666992,seq
71,0.0015501976013183594,0.08271002769470215,0.953646183013916,seq
72,0.0014307498931884766,0.08408474922180176,0.7650973796844482,seq
73,0.0014190673828125,0.1238100528717041,0.776623010635376,seq
74,0.0014986991882324219,0.08373093605041504,0.7247209548950195,seq
75,0.00289154052734375,0.08167409896850586,0.8040072917938232,seq
76,0.001413583755493164,0.0832521915435791,0.7093794345855713,seq
77,0.0014498233795166016,0.0812678337097168,0.8586263656616211,seq
78,0.001542806625366211,0.12743353843688965,0.8945105075836182,seq
79,0.0014278888702392578,0.08266210556030273,0.8465187549591064,seq
80,0.0019681453704833984,0.08343887329101562,0.891636848449707,seq
81,0.0029799938201904297,0.08063435554504395,0.955350399017334,seq
82,0.00153350830078125,0.08118963241577148,0.9456806182861328,seq
83,0.0014660358428955078,0.12610769271850586,0.7711930274963379,seq
84,0.001493215560913086,0.07963442802429199,0.8574492931365967,seq
85,0.0014674663543701172,0.0829927921295166,0.8410449028015137,seq
86,0.0014760494232177734,0.08257818222045898,0.7838046550750732,seq
87,0.00145721435546875,0.08114767074584961,0.88470458984375,seq
88,0.0014638900756835938,0.12326955795288086,0.8333814144134521,seq
89,0.002504110336303711,0.08338141441345215,0.9829249382019043,seq
90,0.0031311511993408203,0.08190679550170898,0.8352746963500977,seq
91,0.0029735565185546875,0.09031105041503906,0.8496603965759277,seq
92,0.0014655590057373047,0.08194494247436523,0.8661801815032959,seq
93,0.0029420852661132812,0.12492823600769043,0.7548213005065918,seq
94,0.0030014514923095703,0.08522677421569824,0.924562931060791,seq
95,0.0016474723815917969,0.08414387702941895,0.7553575038909912,seq
96,0.0016357898712158203,0.08210277557373047,0.7803778648376465,seq
97,0.0015273094177246094,0.08273959159851074,0.9053592681884766,seq
98,0.0014777183532714844,0.12998151779174805,0.8206939697265625,seq
99,0.0014653205871582031,0.08264279365539551,0.8200907707214355,seq
0,0.002317667007446289,0.20255708694458008,3.6448516845703125,cover
1,0.0018019676208496094,0.2032639980316162,0.3955509662628174,cover
2,0.002054452896118164,0.19794988632202148,13.622416734695435,cover
3,0.0017545223236083984,0.2611665725708008,0.38888096809387207,cover
4,0.0014755725860595703,0.20765995979309082,10.331919193267822,cover
5,0.0015425682067871094,0.19790410995483398,6.920365571975708,cover
6,0.0014369487762451172,0.20021581649780273,0.325908899307251,cover
7,0.0014426708221435547,0.19332146644592285,0.4470329284667969,cover
8,0.005593776702880859,0.2034742832183838,0.5491974353790283,cover
9,0.0017075538635253906,0.24747228622436523,0.4232487678527832,cover
10,0.0014944076538085938,0.20673298835754395,6.89667534828186,cover
11,0.0016274452209472656,0.1969926357269287,0.43044376373291016,cover
12,0.001603841781616211,0.20261859893798828,7.033590793609619,cover
13,0.0015277862548828125,0.19731402397155762,3.5824315547943115,cover
14,0.0015175342559814453,0.2423098087310791,0.39625978469848633,cover
15,0.0015268325805664062,0.20476317405700684,3.655351400375366,cover
16,0.0015401840209960938,0.20096731185913086,3.5946083068847656,cover
17,0.001786947250366211,0.19670510292053223,0.3271944522857666,cover
18,0.0022203922271728516,0.19820690155029297,0.5555479526519775,cover
19,0.0015537738800048828,0.24570465087890625,3.5943965911865234,cover
20,0.001730203628540039,0.2042253017425537,3.5497100353240967,cover
21,0.002525806427001953,0.20353078842163086,3.547398090362549,cover
22,0.0032510757446289062,0.1970381736755371,6.9264514446258545,cover
23,0.0015430450439453125,0.1987602710723877,0.3208622932434082,cover
24,0.0016019344329833984,0.2393648624420166,3.595224142074585,cover
25,0.0015833377838134766,0.2018275260925293,0.35262465476989746,cover
26,0.002022266387939453,0.1990222930908203,0.3715074062347412,cover
27,0.0015151500701904297,0.20048046112060547,6.92979621887207,cover
28,0.0015399456024169922,0.1942431926727295,3.5598433017730713,cover
29,0.0014564990997314453,0.2441544532775879,0.36376357078552246,cover
30,0.0014612674713134766,0.21909594535827637,0.4869973659515381,cover
31,0.0028829574584960938,0.31199026107788086,0.5676603317260742,cover
32,0.0014789104461669922,0.2597935199737549,13.768352746963501,cover
33,0.0014350414276123047,0.20305109024047852,0.293928861618042,cover
34,0.0029952526092529297,0.24403667449951172,0.5484917163848877,cover
35,0.001672506332397461,0.19626116752624512,0.5945212841033936,cover
36,0.0015718936920166016,0.194288969039917,17.363396406173706,cover
37,0.0014827251434326172,0.20255756378173828,0.20858216285705566,cover
38,0.0014674663543701172,0.21092700958251953,0.33972907066345215,cover
39,0.002882242202758789,0.23950672149658203,0.48165392875671387,cover
40,0.0014193058013916016,0.2874431610107422,3.5181925296783447,cover
41,0.0014193058013916016,0.3121345043182373,0.30335259437561035,cover
42,0.0014929771423339844,0.3654353618621826,3.537902593612671,cover
43,0.001440286636352539,0.277573823928833,0.39732885360717773,cover
44,0.0014729499816894531,0.32573747634887695,0.3983142375946045,cover
45,0.0016973018646240234,0.25388002395629883,0.48586153984069824,cover
46,0.001528024673461914,0.22675824165344238,0.5100719928741455,cover
47,0.0014545917510986328,0.20299148559570312,6.812367916107178,cover
48,0.0015447139739990234,0.2022538185119629,0.3716738224029541,cover
49,0.001646280288696289,0.23833012580871582,0.3646366596221924,cover
50,0.0014519691467285156,0.2022383213043213,6.959593296051025,cover
51,0.0014462471008300781,0.21068882942199707,0.3283846378326416,cover
52,0.002939939498901367,0.2040700912475586,3.5295803546905518,cover
53,0.0014405250549316406,0.20346689224243164,3.528301477432251,cover
54,0.001600027084350586,0.19762063026428223,0.3346841335296631,cover
55,0.0017402172088623047,0.2423229217529297,0.38753390312194824,cover
56,0.0014851093292236328,0.19896769523620605,10.162750482559204,cover
57,0.0014934539794921875,0.20135998725891113,0.33974552154541016,cover
58,0.001491546630859375,0.20172357559204102,6.96549654006958,cover
59,0.0014400482177734375,0.19888782501220703,0.2868509292602539,cover
60,0.0014934539794921875,0.2433605194091797,3.600327253341675,cover
61,0.0016255378723144531,0.19749832153320312,0.356447696685791,cover
62,0.0014977455139160156,0.20299839973449707,6.925051927566528,cover
63,0.0014529228210449219,0.19218063354492188,3.577432155609131,cover
64,0.0016684532165527344,0.1971273422241211,6.8972718715667725,cover
65,0.0031986236572265625,0.24770855903625488,6.947868347167969,cover
66,0.0016651153564453125,0.20259642601013184,0.32886600494384766,cover
67,0.001497507095336914,0.19817900657653809,0.5038015842437744,cover
68,0.001445770263671875,0.20391631126403809,0.4173727035522461,cover
69,0.0014777183532714844,0.1958448886871338,0.6724159717559814,cover
70,0.0015270709991455078,0.250931978225708,0.5553274154663086,cover
71,0.004521846771240234,0.21264934539794922,0.574918270111084,cover
72,0.0017247200012207031,0.20446228981018066,6.978211164474487,cover
73,0.0015344619750976562,0.2015063762664795,0.3075897693634033,cover
74,0.001565694808959961,0.20519304275512695,3.6285488605499268,cover
75,0.002904176712036133,0.2380359172821045,0.3918924331665039,cover
76,0.0015964508056640625,0.20610404014587402,13.78438401222229,cover
77,0.0015299320220947266,0.20085573196411133,0.38335680961608887,cover
78,0.0014598369598388672,0.21198558807373047,10.47555947303772,cover
79,0.0015146732330322266,0.20603394508361816,0.37963056564331055,cover
80,0.0015115737915039062,0.24509382247924805,0.5231914520263672,cover
81,0.0017349720001220703,0.19823765754699707,7.058685779571533,cover
82,0.0014617443084716797,0.19985127449035645,6.9010608196258545,cover
83,0.0016312599182128906,0.2072131633758545,0.36905980110168457,cover
84,0.0015213489532470703,0.2036151885986328,3.618096113204956,cover
85,0.0014278888702392578,0.24599242210388184,6.945051193237305,cover
86,0.001447439193725586,0.19925594329833984,3.660057783126831,cover
87,0.00142669677734375,0.19320416450500488,13.728814125061035,cover
88,0.0015680789947509766,0.19216275215148926,0.34296727180480957,cover
89,0.0029404163360595703,0.20743751525878906,0.5388832092285156,cover
90,0.0014617443084716797,0.34586429595947266,0.3802638053894043,cover
91,0.0014812946319580078,0.20594406127929688,10.237322092056274,cover
92,0.0014579296112060547,0.20436358451843262,13.547112226486206,cover
93,0.001481771469116211,0.20273613929748535,0.3766510486602783,cover
94,0.0015244483947753906,0.20700955390930176,3.5587270259857178,cover
95,0.0014510154724121094,0.21032452583312988,3.543707847595215,cover
96,0.0014715194702148438,0.24082279205322266,3.5524070262908936,cover
97,0.001436471939086914,0.20284605026245117,13.634249925613403,cover
98,0.002974987030029297,0.20047497749328613,7.107475757598877,cover
99,0.0014328956604003906,0.19933462142944336,0.355571985244751,cover
0,0.0019443035125732422,0.11470937728881836,1.1368930339813232,branch
1,0.0015430450439453125,0.08296918869018555,18.153059005737305,branch
2,0.0015339851379394531,0.06769251823425293,6.3345627784729,branch
3,0.0017900466918945312,0.07042694091796875,1.1145105361938477,branch
4,0.002396821975708008,0.06907343864440918,29.149206161499023,branch
5,0.0013835430145263672,0.10872721672058105,12.117094278335571,branch
6,0.0013761520385742188,0.06817507743835449,0.8155796527862549,branch
7,0.0014564990997314453,0.0667119026184082,1.1135547161102295,branch
8,0.001293182373046875,0.06818723678588867,6.285556077957153,branch
9,0.001341104507446289,0.06930351257324219,6.184236526489258,branch
10,0.0012698173522949219,0.11591267585754395,6.155517101287842,branch
11,0.0012693405151367188,0.0718069076538086,0.8849034309387207,branch
12,0.0012416839599609375,0.06876921653747559,1.3479278087615967,branch
13,0.0012755393981933594,0.0681617259979248,6.376999616622925,branch
14,0.0012493133544921875,0.11582517623901367,1.3092148303985596,branch
15,0.0012619495391845703,0.07133102416992188,1.3517272472381592,branch
16,0.0012786388397216797,0.0688927173614502,1.1772480010986328,branch
17,0.0012929439544677734,0.06801509857177734,18.928443908691406,branch
18,0.0018770694732666016,0.07315421104431152,0.7198247909545898,branch
19,0.0019021034240722656,0.1114504337310791,6.364485025405884,branch
20,0.0013146400451660156,0.07017874717712402,6.327942371368408,branch
21,0.0012943744659423828,0.06906771659851074,6.548194885253906,branch
22,0.0013568401336669922,0.06920242309570312,0.7351944446563721,branch
23,0.0012981891632080078,0.11182761192321777,1.0069034099578857,branch
24,0.0012526512145996094,0.0687704086303711,1.2107150554656982,branch
25,0.0013082027435302734,0.06955242156982422,1.2824246883392334,branch
26,0.001302957534790039,0.06957530975341797,1.2120881080627441,branch
27,0.0012400150299072266,0.0681765079498291,6.694310188293457,branch
28,0.001249074935913086,0.11186456680297852,6.372069835662842,branch
29,0.0013501644134521484,0.06874203681945801,0.8475313186645508,branch
30,0.00417017936706543,0.06950068473815918,12.405411958694458,branch
31,0.0013873577117919922,0.06766653060913086,0.8331947326660156,branch
32,0.003826141357421875,0.06786060333251953,17.703679084777832,branch
33,0.0012650489807128906,0.10901570320129395,12.300820112228394,branch
34,0.0012967586517333984,0.07231473922729492,0.7569348812103271,branch
35,0.0012784004211425781,0.06986236572265625,0.9906110763549805,branch
36,0.0012829303741455078,0.0697636604309082,6.222554683685303,branch
37,0.0013554096221923828,0.11090612411499023,0.9539308547973633,branch
38,0.0014035701751708984,0.06895828247070312,0.9410295486450195,branch
39,0.001857757568359375,0.07051873207092285,12.071918487548828,branch
40,0.0015375614166259766,0.06914210319519043,11.774487972259521,branch
41,0.00128936767578125,0.07097911834716797,0.7945373058319092,branch
42,0.0012531280517578125,0.11195635795593262,23.389289140701294,branch
43,0.0012943744659423828,0.0690608024597168,0.6644666194915771,branch
44,0.0013909339904785156,0.07102274894714355,17.820217609405518,branch
45,0.0019927024841308594,0.0678551197052002,6.112135171890259,branch
46,0.001455068588256836,0.11426591873168945,0.7892706394195557,branch
47,0.0013401508331298828,0.07077455520629883,28.648893356323242,branch
48,0.001322031021118164,0.06967592239379883,0.338712215423584,branch
49,0.0013456344604492188,0.0685725212097168,29.372244119644165,branch
50,0.0012958049774169922,0.07032132148742676,0.45201539993286133,branch
51,0.0013546943664550781,0.11405634880065918,0.7962021827697754,branch
52,0.0012738704681396484,0.06918740272521973,6.194369316101074,branch
53,0.001256704330444336,0.06791114807128906,6.136912107467651,branch
54,0.0012776851654052734,0.0682837963104248,12.413309574127197,branch
55,0.0012624263763427734,0.11150693893432617,0.650639533996582,branch
56,0.001295328140258789,0.06808137893676758,12.40158724784851,branch
57,0.0012989044189453125,0.07165646553039551,0.8780028820037842,branch
58,0.0026192665100097656,0.06964421272277832,1.0235700607299805,branch
59,0.0012631416320800781,0.06885647773742676,1.085648775100708,branch
60,0.001447916030883789,0.1101694107055664,1.4196536540985107,branch
61,0.0013625621795654297,0.06891822814941406,12.32893705368042,branch
62,0.001271963119506836,0.07108736038208008,0.7938957214355469,branch
63,0.0012297630310058594,0.07043790817260742,23.581804513931274,branch
64,0.001291036605834961,0.06916213035583496,0.7390403747558594,branch
65,0.0013191699981689453,0.11216044425964355,12.033658504486084,branch
66,0.0012669563293457031,0.0714414119720459,6.088304042816162,branch
67,0.0012254714965820312,0.06898951530456543,17.699846506118774,branch
68,0.0013594627380371094,0.06834125518798828,6.133103609085083,branch
69,0.0012500286102294922,0.11048674583435059,23.235982179641724,branch
70,0.001224517822265625,0.07067751884460449,0.8906364440917969,branch
71,0.0012149810791015625,0.06987142562866211,11.729970216751099,branch
72,0.0014448165893554688,0.06772303581237793,0.6487758159637451,branch
73,0.001302957534790039,0.06932997703552246,6.265118360519409,branch
74,0.001253366470336914,0.11066532135009766,0.7727205753326416,branch
75,0.0012383460998535156,0.06985020637512207,29.420515060424805,branch
76,0.0012350082397460938,0.06844162940979004,0.4315946102142334,branch
77,0.0012919902801513672,0.06878328323364258,6.516594648361206,branch
78,0.0012426376342773438,0.11393380165100098,6.865337133407593,branch
79,0.0012333393096923828,0.0704202651977539,6.49708104133606,branch
80,0.001238107681274414,0.06969857215881348,0.8078296184539795,branch
81,0.0012454986572265625,0.06831789016723633,13.504786729812622,branch
82,0.0012519359588623047,0.06819486618041992,6.8242411613464355,branch
83,0.0012679100036621094,0.11044073104858398,19.748010396957397,branch
84,0.0014336109161376953,0.06897902488708496,12.071281433105469,branch
85,0.0014388561248779297,0.0682065486907959,6.087278127670288,branch
86,0.0012552738189697266,0.070068359375,0.9298229217529297,branch
87,0.0012519359588623047,0.07074141502380371,1.0309247970581055,branch
88,0.00145721435546875,0.10949540138244629,1.1767268180847168,branch
89,0.0012731552124023438,0.06790900230407715,28.737555265426636,branch
90,0.0012428760528564453,0.07132411003112793,11.964179277420044,branch
91,0.0012409687042236328,0.0702674388885498,0.9215483665466309,branch
92,0.001300811767578125,0.1133275032043457,6.139409303665161,branch
93,0.0024764537811279297,0.07102012634277344,12.063660621643066,branch
94,0.0013415813446044922,0.06758236885070801,6.136281490325928,branch
95,0.0016853809356689453,0.06973552703857422,23.37192416191101,branch
96,0.001337289810180664,0.06804680824279785,6.06138014793396,branch
97,0.0012540817260742188,0.11255311965942383,0.6193442344665527,branch
98,0.001275777816772461,0.07227778434753418,0.9724595546722412,branch
99,0.0012578964233398438,0.06972479820251465,0.9967594146728516,branch
0,0.01183009147644043,0.0,15.726107597351074,loop
1,0.004359245300292969,0.0,3.9500374794006348,loop
2,0.004312038421630859,0.0,13.812181949615479,loop
3,0.004665851593017578,0.0,4.246434211730957,loop
4,0.004425048828125,0.0,15.714205026626587,loop
5,0.008667945861816406,0.0,14.623978853225708,loop
6,0.004605770111083984,0.0,1.4149365425109863,loop
7,0.004214763641357422,0.0,15.728996992111206,loop
8,0.004573345184326172,0.0,1.8920581340789795,loop
9,0.004441261291503906,0.0,15.742910385131836,loop
10,0.004698514938354492,0.0,1.1451435089111328,loop
11,0.004303932189941406,0.0,4.2594757080078125,loop
12,0.004431247711181641,0.0,1.4761097431182861,loop
13,0.004414081573486328,0.0,1.4991695880889893,loop
14,0.004498720169067383,0.0,13.627163648605347,loop
15,0.004383087158203125,0.0,15.802744150161743,loop
16,0.004279375076293945,0.0,15.80542802810669,loop
17,0.004578590393066406,0.0,16.072226762771606,loop
18,0.004319429397583008,0.0,16.94851326942444,loop
19,0.00441288948059082,0.0,0.995405912399292,loop
20,0.004247188568115234,0.0,15.95271372795105,loop
21,0.004927873611450195,0.0,0.8911600112915039,loop
22,0.0043675899505615234,0.0,1.537247896194458,loop
23,0.00428009033203125,0.0,17.69043755531311,loop
24,0.004408121109008789,0.0,4.713793754577637,loop
25,0.004461526870727539,0.0,7.841342926025391,loop
26,0.004529237747192383,0.0,16.653348922729492,loop
27,0.00867915153503418,0.0,1.1505100727081299,loop
28,0.008928298950195312,0.0,11.103099346160889,loop
29,0.004605293273925781,0.0,1.7045960426330566,loop
30,0.004706144332885742,0.0,16.56908893585205,loop
31,0.008620500564575195,0.0,15.016867876052856,loop
32,0.0046155452728271484,0.0,16.58571219444275,loop
33,0.00446319580078125,0.0,16.868558406829834,loop
34,0.004364490509033203,0.0,16.80643630027771,loop
35,0.0044057369232177734,0.0,16.14678955078125,loop
36,0.004520893096923828,0.0,4.420542240142822,loop
37,0.004533529281616211,0.0,16.559330224990845,loop
38,0.0043735504150390625,0.0,16.354451417922974,loop
39,0.004377126693725586,0.0,10.841316938400269,loop
40,0.00431370735168457,0.0,15.829468488693237,loop
41,0.005075931549072266,0.0,16.163585662841797,loop
42,0.0045642852783203125,0.0,1.1133286952972412,loop
43,0.004737138748168945,0.0,1.1849820613861084,loop
44,0.004867076873779297,0.0,13.812214851379395,loop
45,0.004685163497924805,0.0,4.573077440261841,loop
46,0.0046803951263427734,0.0,16.299267292022705,loop
47,0.0043256282806396484,0.0,4.51654577255249,loop
48,0.004483938217163086,0.0,10.846205711364746,loop
49,0.0045588016510009766,0.0,10.825127840042114,loop
50,0.004467487335205078,0.0,16.127585887908936,loop
51,0.009046316146850586,0.0,1.1545755863189697,loop
52,0.00450444221496582,0.0,1.3281993865966797,loop
53,0.004420757293701172,0.0,1.6431350708007812,loop
54,0.00457453727722168,0.0,15.791733741760254,loop
55,0.004342079162597656,0.0,15.798866510391235,loop
56,0.004217386245727539,0.0,1.8727145195007324,loop
57,0.009411334991455078,0.0,7.4783384799957275,loop
58,0.004418134689331055,0.0,10.618418216705322,loop
59,0.0044786930084228516,0.0,15.832195520401001,loop
60,0.0047032833099365234,0.0,1.303234338760376,loop
61,0.004545450210571289,0.0,4.261012077331543,loop
62,0.004191875457763672,0.0,15.769565105438232,loop
63,0.004315853118896484,0.0,15.983305931091309,loop
64,0.004488706588745117,0.0,13.765894889831543,loop
65,0.0043790340423583984,0.0,1.4886159896850586,loop
66,0.0044705867767333984,0.0,15.97294545173645,loop
67,0.004370212554931641,0.0,15.746517181396484,loop
68,0.004462242126464844,0.0,13.851974487304688,loop
69,0.004229307174682617,0.0,1.6355266571044922,loop
70,0.004456996917724609,0.0,15.807777166366577,loop
71,0.004244804382324219,0.0,15.812909841537476,loop
72,0.004494428634643555,0.0,13.517132759094238,loop
73,0.004332542419433594,0.0,1.485105037689209,loop
74,0.004492998123168945,0.0,13.929795026779175,loop
75,0.004212141036987305,0.0,10.805909633636475,loop
76,0.004538774490356445,0.0,15.901313066482544,loop
77,0.0043909549713134766,0.0,15.894968509674072,loop
78,0.004258394241333008,0.0,16.578397750854492,loop
79,0.0045318603515625,0.0,16.980477571487427,loop
80,0.004395723342895508,0.0,1.0617082118988037,loop
81,0.004425048828125,0.0,16.226703643798828,loop
82,0.004231452941894531,0.0,17.30248212814331,loop
83,0.00461125373840332,0.0,17.09675669670105,loop
84,0.004431962966918945,0.0,4.7155842781066895,loop
85,0.004270076751708984,0.0,7.511667013168335,loop
86,0.00889134407043457,0.0,16.372360467910767,loop
87,0.004514217376708984,0.0,15.879120588302612,loop
88,0.004266500473022461,0.0,4.505223274230957,loop
89,0.004289388656616211,0.0,1.3850467205047607,loop
90,0.004625558853149414,0.0,16.540632724761963,loop
91,0.0045354366302490234,0.0,17.07701849937439,loop
92,0.004294872283935547,0.0,17.115335702896118,loop
93,0.004210472106933594,0.0,17.298911333084106,loop
94,0.005065441131591797,0.0,0.9641823768615723,loop
95,0.0043065547943115234,0.0,16.287231922149658,loop
96,0.0043773651123046875,0.0,0.8729743957519531,loop
97,0.004908561706542969,0.0,1.7359721660614014,loop
98,0.0043833255767822266,0.0,8.158855199813843,loop
99,0.004276275634765625,0.0,14.794776678085327,loop
0,0.004130840301513672,0.0,1.0702903270721436,signal
1,0.0033295154571533203,0.0,4.79311728477478,signal
2,0.002335786819458008,0.0,4.793507099151611,signal
3,0.0020399093627929688,0.0,4.804335594177246,signal
4,0.002121448516845703,0.0,0.9381136894226074,signal
5,0.0022172927856445312,0.0,1.0086956024169922,signal
6,0.0022249221801757812,0.0,4.510660886764526,signal
7,0.0050394535064697266,0.0,0.7749295234680176,signal
8,0.002262592315673828,0.0,4.568692445755005,signal
9,0.0021283626556396484,0.0,0.8834679126739502,signal
10,0.0021877288818359375,0.0,1.334082841873169,signal
11,0.003921031951904297,0.0,0.8705916404724121,signal
12,0.004587650299072266,0.0,1.253859043121338,signal
13,0.0023393630981445312,0.0,9.0806405544281,signal
14,0.002089977264404297,0.0,5.166921615600586,signal
15,0.0021877288818359375,0.0,0.837287187576294,signal
16,0.005222797393798828,0.0,5.051162242889404,signal
17,0.0021848678588867188,0.0,0.8078863620758057,signal
18,0.0024683475494384766,0.0,0.8682727813720703,signal
19,0.0021021366119384766,0.0,1.132469892501831,signal
20,0.0018761157989501953,0.0,1.1636109352111816,signal
21,0.0018568038940429688,0.0,1.0926563739776611,signal
22,0.0018744468688964844,0.0,13.802886486053467,signal
23,0.0018546581268310547,0.0,0.9333140850067139,signal
24,0.0022585391998291016,0.0,5.0386574268341064,signal
25,0.0020008087158203125,0.0,0.7544856071472168,signal
26,0.0024306774139404297,0.0,0.9807195663452148,signal
27,0.002069711685180664,0.0,1.0965311527252197,signal
28,0.001959562301635742,0.0,5.098125457763672,signal
29,0.0020847320556640625,0.0,4.882317543029785,signal
30,0.0019028186798095703,0.0,0.8513510227203369,signal
31,0.0022478103637695312,0.0,1.144350528717041,signal
32,0.0020294189453125,0.0,1.1439945697784424,signal
33,0.002022266387939453,0.0,0.9048721790313721,signal
34,0.002644062042236328,0.0,1.048887014389038,signal
35,0.002097606658935547,0.0,1.8739345073699951,signal
36,0.0018734931945800781,0.0,1.0395820140838623,signal
37,0.0019648075103759766,0.0,1.1318268775939941,signal
38,0.002019166946411133,0.0,0.8912830352783203,signal
39,0.002061605453491211,0.0,4.523505687713623,signal
40,0.0023152828216552734,0.0,4.489046335220337,signal
41,0.0019040107727050781,0.0,0.8016571998596191,signal
42,0.002747774124145508,0.0,0.9195168018341064,signal
43,0.002156496047973633,0.0,1.1220085620880127,signal
44,0.0020456314086914062,0.0,12.946300983428955,signal
45,0.0018851757049560547,0.0,1.0170435905456543,signal
46,0.003984212875366211,0.0,0.9744627475738525,signal
47,0.0021371841430664062,0.0,4.5992431640625,signal
48,0.002156496047973633,0.0,0.8438804149627686,signal
49,0.0027790069580078125,0.0,0.918487548828125,signal
50,0.0020952224731445312,0.0,9.110802412033081,signal
51,0.0018763542175292969,0.0,0.8451738357543945,signal
52,0.002138853073120117,0.0,4.714269399642944,signal
53,0.0020465850830078125,0.0,0.7667109966278076,signal
54,0.0018689632415771484,0.0,4.7023961544036865,signal
55,0.001964092254638672,0.0,0.8088178634643555,signal
56,0.0025196075439453125,0.0,0.870842456817627,signal
57,0.002688884735107422,0.0,1.0227110385894775,signal
58,0.0019245147705078125,0.0,1.4502208232879639,signal
